x,y,value
ALDH3A2_GLYCOLYSIS_GLUCONEOGENESIS,pDC_CD8Neg_over_cDC_CD8Neg,1.279644779
PIP4K2B_INOSITOL_PHOSPHATE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,1.29029099
PIK3C2A_INOSITOL_PHOSPHATE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,1.296740521
PTEN_INOSITOL_PHOSPHATE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,1.3008771
RPE_PENTOSE_PHOSPHATE_PATHWAY,pDC_CD8Neg_over_cDC_CD8Neg,1.30652997
IDH2_CITRATE_CYCLE_TCA_CYCLE,pDC_CD8Neg_over_cDC_CD8Neg,1.32329761
NAGK_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,1.33664546
PYGB_STARCH_AND_SUCROSE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,1.34528226
ACO2_CITRATE_CYCLE_TCA_CYCLE,pDC_CD8Neg_over_cDC_CD8Neg,1.360953792
TSTA3_FRUCTOSE_AND_MANNOSE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,1.367887644
HAGH_PYRUVATE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,1.371733683
ACLY_CITRATE_CYCLE_TCA_CYCLE,pDC_CD8Neg_over_cDC_CD8Neg,1.373848069
PIK3CD_INOSITOL_PHOSPHATE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,1.382137433
ALDH9A1_GLYCOLYSIS_GLUCONEOGENESIS,pDC_CD8Neg_over_cDC_CD8Neg,1.386093074
GNPDA2_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,1.426024727
LDHA_GLYCOLYSIS_GLUCONEOGENESIS,pDC_CD8Neg_over_cDC_CD8Neg,1.431726198
SUCLA2_CITRATE_CYCLE_TCA_CYCLE,pDC_CD8Neg_over_cDC_CD8Neg,1.433678692
NANS_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,1.434176072
ACACA_PYRUVATE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,1.437278608
GLO1_PYRUVATE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,1.456801584
RBKS_PENTOSE_PHOSPHATE_PATHWAY,pDC_CD8Neg_over_cDC_CD8Neg,1.476620112
IDH3A_CITRATE_CYCLE_TCA_CYCLE,pDC_CD8Neg_over_cDC_CD8Neg,1.510104226
ACSS2_GLYCOLYSIS_GLUCONEOGENESIS,pDC_CD8Neg_over_cDC_CD8Neg,1.542020279
MTMR2_FRUCTOSE_AND_MANNOSE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,1.56520615
PGM2_GLYCOLYSIS_GLUCONEOGENESIS,pDC_CD8Neg_over_cDC_CD8Neg,1.570065193
GLO1_PYRUVATE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,1.580080633
DLST_CITRATE_CYCLE_TCA_CYCLE,pDC_CD8Neg_over_cDC_CD8Neg,1.587288872
PGD_PENTOSE_PHOSPHATE_PATHWAY,pDC_CD8Neg_over_cDC_CD8Neg,1.597953396
SDHC_CITRATE_CYCLE_TCA_CYCLE,pDC_CD8Neg_over_cDC_CD8Neg,1.607457142
DERA_PENTOSE_PHOSPHATE_PATHWAY,pDC_CD8Neg_over_cDC_CD8Neg,1.620751156
PFKFB4_FRUCTOSE_AND_MANNOSE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,1.642636171
FPGT_FRUCTOSE_AND_MANNOSE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,1.644079671
IMPA1_INOSITOL_PHOSPHATE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,1.648826099
PMM2_FRUCTOSE_AND_MANNOSE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,1.649078311
INPP5B_INOSITOL_PHOSPHATE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,1.650602764
DLD_GLYCOLYSIS_GLUCONEOGENESIS,pDC_CD8Neg_over_cDC_CD8Neg,1.653492933
IDH3B_CITRATE_CYCLE_TCA_CYCLE,pDC_CD8Neg_over_cDC_CD8Neg,1.687183555
CDIPT_INOSITOL_PHOSPHATE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,1.690442197
MDH1_CITRATE_CYCLE_TCA_CYCLE,pDC_CD8Neg_over_cDC_CD8Neg,1.711527314
H6PD_PENTOSE_PHOSPHATE_PATHWAY,pDC_CD8Neg_over_cDC_CD8Neg,1.713975054
GRHPR_PYRUVATE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,1.717629591
PLCG1_INOSITOL_PHOSPHATE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,1.736227936
SUCLG1_CITRATE_CYCLE_TCA_CYCLE,pDC_CD8Neg_over_cDC_CD8Neg,1.738863045
INPP4B_INOSITOL_PHOSPHATE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,1.752195007
PDHA1_GLYCOLYSIS_GLUCONEOGENESIS,pDC_CD8Neg_over_cDC_CD8Neg,1.757269824
ACO1_CITRATE_CYCLE_TCA_CYCLE,pDC_CD8Neg_over_cDC_CD8Neg,1.763418371
OGDH_CITRATE_CYCLE_TCA_CYCLE,pDC_CD8Neg_over_cDC_CD8Neg,1.778225781
PI4KA_INOSITOL_PHOSPHATE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,1.784725758
BPGM_GLYCOLYSIS_GLUCONEOGENESIS,pDC_CD8Neg_over_cDC_CD8Neg,1.802297485
PIK3CA_INOSITOL_PHOSPHATE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,1.803220945
ALDOA_GLYCOLYSIS_GLUCONEOGENESIS,pDC_CD8Neg_over_cDC_CD8Neg,1.818239193
MINPP1_INOSITOL_PHOSPHATE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,1.821576562
MINPP1_INOSITOL_PHOSPHATE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,1.828281142
PLCB4_INOSITOL_PHOSPHATE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,1.833128281
PGP_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,1.837852337
PDHB_GLYCOLYSIS_GLUCONEOGENESIS,pDC_CD8Neg_over_cDC_CD8Neg,1.855149178
ALDH1B1_GLYCOLYSIS_GLUCONEOGENESIS,pDC_CD8Neg_over_cDC_CD8Neg,1.861168715
PFKFB2_FRUCTOSE_AND_MANNOSE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,1.877673655
PIK3C3_INOSITOL_PHOSPHATE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,1.898625298
PIP4K2C_INOSITOL_PHOSPHATE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,1.921377946
ACACA_PYRUVATE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,1.960427524
PRPS1_PENTOSE_PHOSPHATE_PATHWAY,pDC_CD8Neg_over_cDC_CD8Neg,1.99398895
IDH3G_CITRATE_CYCLE_TCA_CYCLE,pDC_CD8Neg_over_cDC_CD8Neg,2.058014997
GLB1_GALACTOSE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,2.061902259
GMPPA_FRUCTOSE_AND_MANNOSE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,2.061904279
SDHD_CITRATE_CYCLE_TCA_CYCLE,pDC_CD8Neg_over_cDC_CD8Neg,2.078866004
SDHB_CITRATE_CYCLE_TCA_CYCLE,pDC_CD8Neg_over_cDC_CD8Neg,2.086273202
ADH5_GLYCOLYSIS_GLUCONEOGENESIS,pDC_CD8Neg_over_cDC_CD8Neg,2.093181763
GUSB_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS,pDC_CD8Neg_over_cDC_CD8Neg,2.12583498
PGM2L1_STARCH_AND_SUCROSE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,2.1556429
PIP5K1C_INOSITOL_PHOSPHATE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,2.165537318
B4GALT1_GALACTOSE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,2.172585566
GBE1_STARCH_AND_SUCROSE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,2.198094164
SDHA_CITRATE_CYCLE_TCA_CYCLE,pDC_CD8Neg_over_cDC_CD8Neg,2.225323937
GNPNAT1_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,2.225697747
RENBP_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,2.227582168
MTMR1_FRUCTOSE_AND_MANNOSE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,2.286582945
PGAM2_GLYCOLYSIS_GLUCONEOGENESIS,pDC_CD8Neg_over_cDC_CD8Neg,2.310629411
GALK2_GALACTOSE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,2.348431934
RPIA_PENTOSE_PHOSPHATE_PATHWAY,pDC_CD8Neg_over_cDC_CD8Neg,2.364837058
INPP5K_INOSITOL_PHOSPHATE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,2.375849255
GALK1_GALACTOSE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,2.382525041
GNPNAT1_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,2.402969639
IDH1_CITRATE_CYCLE_TCA_CYCLE,pDC_CD8Neg_over_cDC_CD8Neg,2.420357431
GMPPB_FRUCTOSE_AND_MANNOSE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,2.468140941
AACS_BUTANOATE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,2.496498953
PFKP_GLYCOLYSIS_GLUCONEOGENESIS,pDC_CD8Neg_over_cDC_CD8Neg,2.535470734
ME2_PYRUVATE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,2.553723974
INPP5A_INOSITOL_PHOSPHATE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,2.571947029
CMAS_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,2.591348673
INPPL1_INOSITOL_PHOSPHATE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,2.714141671
LDHB_GLYCOLYSIS_GLUCONEOGENESIS,pDC_CD8Neg_over_cDC_CD8Neg,2.76549806
GAA_GALACTOSE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,2.846668477
GMDS_FRUCTOSE_AND_MANNOSE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,2.969097108
PGLS_PENTOSE_PHOSPHATE_PATHWAY,pDC_CD8Neg_over_cDC_CD8Neg,3.022551703
LDHB_GLYCOLYSIS_GLUCONEOGENESIS,pDC_CD8Neg_over_cDC_CD8Neg,3.64547922
PRPS2_PENTOSE_PHOSPHATE_PATHWAY,pDC_CD8Neg_over_cDC_CD8Neg,3.707131585
ALDH3B1_GLYCOLYSIS_GLUCONEOGENESIS,pDC_CD8Neg_over_cDC_CD8Neg,3.725509939
PGM3_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,3.911649721
ALDOC_GLYCOLYSIS_GLUCONEOGENESIS,pDC_CD8Neg_over_cDC_CD8Neg,4.074259852
INPP4A_INOSITOL_PHOSPHATE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,5.011353626
KHK_FRUCTOSE_AND_MANNOSE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,5.262474433
ALDH2_GLYCOLYSIS_GLUCONEOGENESIS,pDC_CD8Neg_over_cDC_CD8Neg,5.506266428
GNE_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,5.836623832
