x,y,value
MINPP1_INOSITOL_PHOSPHATE_METABOLISM,pDC_CD8Pos_over_cDC_CD8Pos,1.581948531
PLCB4_INOSITOL_PHOSPHATE_METABOLISM,pDC_CD8Pos_over_cDC_CD8Pos,0.799540899
PGP_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM,pDC_CD8Pos_over_cDC_CD8Pos,1.830315898
PDHB_GLYCOLYSIS_GLUCONEOGENESIS,pDC_CD8Pos_over_cDC_CD8Pos,1.571061085
ALDH1B1_GLYCOLYSIS_GLUCONEOGENESIS,pDC_CD8Pos_over_cDC_CD8Pos,1.741349287
PFKFB2_FRUCTOSE_AND_MANNOSE_METABOLISM,pDC_CD8Pos_over_cDC_CD8Pos,1.77806583
PIK3C3_INOSITOL_PHOSPHATE_METABOLISM,pDC_CD8Pos_over_cDC_CD8Pos,1.202156902
PIP4K2C_INOSITOL_PHOSPHATE_METABOLISM,pDC_CD8Pos_over_cDC_CD8Pos,1.489230639
ACACA_PYRUVATE_METABOLISM,pDC_CD8Pos_over_cDC_CD8Pos,1.267914338
PRPS1_PENTOSE_PHOSPHATE_PATHWAY,pDC_CD8Pos_over_cDC_CD8Pos,1.703393977
IDH3G_CITRATE_CYCLE_TCA_CYCLE,pDC_CD8Pos_over_cDC_CD8Pos,1.302091524
GLB1_GALACTOSE_METABOLISM,pDC_CD8Pos_over_cDC_CD8Pos,1.4325603
GMPPA_FRUCTOSE_AND_MANNOSE_METABOLISM,pDC_CD8Pos_over_cDC_CD8Pos,1.655103974
SDHD_CITRATE_CYCLE_TCA_CYCLE,pDC_CD8Pos_over_cDC_CD8Pos,1.005988894
SDHB_CITRATE_CYCLE_TCA_CYCLE,pDC_CD8Pos_over_cDC_CD8Pos,1.264594296
ADH5_GLYCOLYSIS_GLUCONEOGENESIS,pDC_CD8Pos_over_cDC_CD8Pos,0.953830197
GUSB_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS,pDC_CD8Pos_over_cDC_CD8Pos,0.279521821
PGM2L1_STARCH_AND_SUCROSE_METABOLISM,pDC_CD8Pos_over_cDC_CD8Pos,1.733043643
PIP5K1C_INOSITOL_PHOSPHATE_METABOLISM,pDC_CD8Pos_over_cDC_CD8Pos,2.412386941
B4GALT1_GALACTOSE_METABOLISM,pDC_CD8Pos_over_cDC_CD8Pos,2.238290674
GBE1_STARCH_AND_SUCROSE_METABOLISM,pDC_CD8Pos_over_cDC_CD8Pos,2.51163402
SDHA_CITRATE_CYCLE_TCA_CYCLE,pDC_CD8Pos_over_cDC_CD8Pos,1.217253219
GNPNAT1_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM,pDC_CD8Pos_over_cDC_CD8Pos,1.141434526
RENBP_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM,pDC_CD8Pos_over_cDC_CD8Pos,1.086915062
MTMR1_FRUCTOSE_AND_MANNOSE_METABOLISM,pDC_CD8Pos_over_cDC_CD8Pos,1.042903045
PGAM2_GLYCOLYSIS_GLUCONEOGENESIS,pDC_CD8Pos_over_cDC_CD8Pos,2.932767769
GALK2_GALACTOSE_METABOLISM,pDC_CD8Pos_over_cDC_CD8Pos,1.440362262
RPIA_PENTOSE_PHOSPHATE_PATHWAY,pDC_CD8Pos_over_cDC_CD8Pos,1.672737209
INPP5K_INOSITOL_PHOSPHATE_METABOLISM,pDC_CD8Pos_over_cDC_CD8Pos,2.262082775
GALK1_GALACTOSE_METABOLISM,pDC_CD8Pos_over_cDC_CD8Pos,2.284414154
GNPNAT1_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM,pDC_CD8Pos_over_cDC_CD8Pos,1.106456707
IDH1_CITRATE_CYCLE_TCA_CYCLE,pDC_CD8Pos_over_cDC_CD8Pos,0.50980264
GMPPB_FRUCTOSE_AND_MANNOSE_METABOLISM,pDC_CD8Pos_over_cDC_CD8Pos,2.14732545
AACS_BUTANOATE_METABOLISM,pDC_CD8Pos_over_cDC_CD8Pos,2.36251618
PFKP_GLYCOLYSIS_GLUCONEOGENESIS,pDC_CD8Pos_over_cDC_CD8Pos,0.702988312
ME2_PYRUVATE_METABOLISM,pDC_CD8Pos_over_cDC_CD8Pos,1.479695481
INPP5A_INOSITOL_PHOSPHATE_METABOLISM,pDC_CD8Pos_over_cDC_CD8Pos,2.719973596
CMAS_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM,pDC_CD8Pos_over_cDC_CD8Pos,1.643154057
INPPL1_INOSITOL_PHOSPHATE_METABOLISM,pDC_CD8Pos_over_cDC_CD8Pos,2.62158432
LDHB_GLYCOLYSIS_GLUCONEOGENESIS,pDC_CD8Pos_over_cDC_CD8Pos,3.963827202
GAA_GALACTOSE_METABOLISM,pDC_CD8Pos_over_cDC_CD8Pos,2.991756075
GMDS_FRUCTOSE_AND_MANNOSE_METABOLISM,pDC_CD8Pos_over_cDC_CD8Pos,1.510117977
PGLS_PENTOSE_PHOSPHATE_PATHWAY,pDC_CD8Pos_over_cDC_CD8Pos,2.229639034
LDHB_GLYCOLYSIS_GLUCONEOGENESIS,pDC_CD8Pos_over_cDC_CD8Pos,4.885893882
PRPS2_PENTOSE_PHOSPHATE_PATHWAY,pDC_CD8Pos_over_cDC_CD8Pos,3.64517303
ALDH3B1_GLYCOLYSIS_GLUCONEOGENESIS,pDC_CD8Pos_over_cDC_CD8Pos,2.022936789
PGM3_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM,pDC_CD8Pos_over_cDC_CD8Pos,2.873105035
ALDOC_GLYCOLYSIS_GLUCONEOGENESIS,pDC_CD8Pos_over_cDC_CD8Pos,2.7896286
INPP4A_INOSITOL_PHOSPHATE_METABOLISM,pDC_CD8Pos_over_cDC_CD8Pos,3.628158669
KHK_FRUCTOSE_AND_MANNOSE_METABOLISM,pDC_CD8Pos_over_cDC_CD8Pos,3.101721082
ALDH2_GLYCOLYSIS_GLUCONEOGENESIS,pDC_CD8Pos_over_cDC_CD8Pos,3.114561591
GNE_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM,pDC_CD8Pos_over_cDC_CD8Pos,4.897339805
PYGL_STARCH_AND_SUCROSE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,0.188307997
PFKFB3_FRUCTOSE_AND_MANNOSE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,0.248528819
MDH2_CITRATE_CYCLE_TCA_CYCLE,pDC_CD8Neg_over_cDC_CD8Neg,0.277355625
PIK3CB_INOSITOL_PHOSPHATE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,0.372436987
HK2_GLYCOLYSIS_GLUCONEOGENESIS,pDC_CD8Neg_over_cDC_CD8Neg,0.376066034
ME3_PYRUVATE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,0.391826487
NPL_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,0.44971604
ENO1_GLYCOLYSIS_GLUCONEOGENESIS,pDC_CD8Neg_over_cDC_CD8Neg,0.534958248
ENO2_GLYCOLYSIS_GLUCONEOGENESIS,pDC_CD8Neg_over_cDC_CD8Neg,0.58814423
MTHFD2_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,0.613777411
CYB5R3_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,0.621868702
ENO3_GLYCOLYSIS_GLUCONEOGENESIS,pDC_CD8Neg_over_cDC_CD8Neg,0.627587094
ENO1_GLYCOLYSIS_GLUCONEOGENESIS,pDC_CD8Neg_over_cDC_CD8Neg,0.628555086
OGDHL_CITRATE_CYCLE_TCA_CYCLE,pDC_CD8Neg_over_cDC_CD8Neg,0.628765352
SYNJ1_INOSITOL_PHOSPHATE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,0.628883543
PLCB1_INOSITOL_PHOSPHATE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,0.635505981
FBP2_GLYCOLYSIS_GLUCONEOGENESIS,pDC_CD8Neg_over_cDC_CD8Neg,0.638892541
PIP4K2A_INOSITOL_PHOSPHATE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,0.640742197
ENO1_GLYCOLYSIS_GLUCONEOGENESIS,pDC_CD8Neg_over_cDC_CD8Neg,0.650589088
MTHFD1_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,0.652422733
ALDH1A3_GLYCOLYSIS_GLUCONEOGENESIS,pDC_CD8Neg_over_cDC_CD8Neg,0.658965055
ACACB_PYRUVATE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,0.661280601
PIK3CG_INOSITOL_PHOSPHATE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,0.662296436
INPP5J_INOSITOL_PHOSPHATE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,0.664850635
PLCD1_INOSITOL_PHOSPHATE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,0.66942298
MIOX_ASCORBATE_AND_ALDARATE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,0.691993689
TKTL2_PENTOSE_PHOSPHATE_PATHWAY,pDC_CD8Neg_over_cDC_CD8Neg,0.693144331
L2HGDH_BUTANOATE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,0.694239809
GALM_GLYCOLYSIS_GLUCONEOGENESIS,pDC_CD8Neg_over_cDC_CD8Neg,0.69626159
PLCE1_INOSITOL_PHOSPHATE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,0.697375599
HK3_GLYCOLYSIS_GLUCONEOGENESIS,pDC_CD8Neg_over_cDC_CD8Neg,0.698458828
XYLB_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS,pDC_CD8Neg_over_cDC_CD8Neg,0.698588817
ACSM4_BUTANOATE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,0.706903028
FBP1_GLYCOLYSIS_GLUCONEOGENESIS,pDC_CD8Neg_over_cDC_CD8Neg,0.710069135
LDHD_PYRUVATE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,0.71247985
ALDH3A1_GLYCOLYSIS_GLUCONEOGENESIS,pDC_CD8Neg_over_cDC_CD8Neg,0.713479055
B4GALT2_GALACTOSE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,0.72074105
ACOT12_PYRUVATE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,0.720797734
PIK3C2B_INOSITOL_PHOSPHATE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,0.729773074
ACSM1_BUTANOATE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,0.731866024
ME1_PYRUVATE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,0.74312504
LCT_GALACTOSE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,0.744573921
ME1_PYRUVATE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,0.748812809
PLCD4_INOSITOL_PHOSPHATE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,0.74946115
INPP1_INOSITOL_PHOSPHATE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,0.758539739
TREH_STARCH_AND_SUCROSE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,0.760521475
ITPKA_INOSITOL_PHOSPHATE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,0.767403289
PCK1_GLYCOLYSIS_GLUCONEOGENESIS,pDC_CD8Neg_over_cDC_CD8Neg,0.768476446
UXS1_STARCH_AND_SUCROSE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,0.76987818
ALDOB_GLYCOLYSIS_GLUCONEOGENESIS,pDC_CD8Neg_over_cDC_CD8Neg,0.770387192
BDH1_BUTANOATE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,0.77309944
GYS2_STARCH_AND_SUCROSE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,0.773454831
ACSS3_PROPANOATE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,0.780584472
SORD_FRUCTOSE_AND_MANNOSE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,0.783722767
G6PC_GLYCOLYSIS_GLUCONEOGENESIS,pDC_CD8Neg_over_cDC_CD8Neg,0.786758424
ALDH3B2_GLYCOLYSIS_GLUCONEOGENESIS,pDC_CD8Neg_over_cDC_CD8Neg,0.796052728
ACYP2_PYRUVATE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,0.797651712
GALK2_GALACTOSE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,0.804539705
PRPS1L1_PENTOSE_PHOSPHATE_PATHWAY,pDC_CD8Neg_over_cDC_CD8Neg,0.806646617
PKLR_GLYCOLYSIS_GLUCONEOGENESIS,pDC_CD8Neg_over_cDC_CD8Neg,0.807806734
GAPDH_GLYCOLYSIS_GLUCONEOGENESIS,pDC_CD8Neg_over_cDC_CD8Neg,0.81013911
FUK_FRUCTOSE_AND_MANNOSE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,0.811084596
PYGM_STARCH_AND_SUCROSE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,0.813275181
MTHFD1L_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,0.817177243
GAPDH_GLYCOLYSIS_GLUCONEOGENESIS,pDC_CD8Neg_over_cDC_CD8Neg,0.818122861
PIK3C2G_INOSITOL_PHOSPHATE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,0.819245614
SORD_FRUCTOSE_AND_MANNOSE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,0.820938012
GAPDH_GLYCOLYSIS_GLUCONEOGENESIS,pDC_CD8Neg_over_cDC_CD8Neg,0.821664072
CYB5R1_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,0.82237226
GAPDH_GLYCOLYSIS_GLUCONEOGENESIS,pDC_CD8Neg_over_cDC_CD8Neg,0.827511897
LDHC_GLYCOLYSIS_GLUCONEOGENESIS,pDC_CD8Neg_over_cDC_CD8Neg,0.827870384
ME3_PYRUVATE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,0.828653789
PLCZ1_INOSITOL_PHOSPHATE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,0.829612544
CHIA_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,0.831337901
UGT2A1_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS,pDC_CD8Neg_over_cDC_CD8Neg,0.832597513
PMM1_FRUCTOSE_AND_MANNOSE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,0.839724466
GAPDH_GLYCOLYSIS_GLUCONEOGENESIS,pDC_CD8Neg_over_cDC_CD8Neg,0.840040337
GAPDH_GLYCOLYSIS_GLUCONEOGENESIS,pDC_CD8Neg_over_cDC_CD8Neg,0.840146763
ADH7_GLYCOLYSIS_GLUCONEOGENESIS,pDC_CD8Neg_over_cDC_CD8Neg,0.840334166
ALDH3B2_GLYCOLYSIS_GLUCONEOGENESIS,pDC_CD8Neg_over_cDC_CD8Neg,0.842485944
MTHFD2L_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,0.847017442
MTMR6_FRUCTOSE_AND_MANNOSE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,0.84746032
GAPDH_GLYCOLYSIS_GLUCONEOGENESIS,pDC_CD8Neg_over_cDC_CD8Neg,0.848313059
HYI_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,0.851352211
LALBA_GALACTOSE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,0.853558925
CHIT1_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,0.854478894
GAPDH_GLYCOLYSIS_GLUCONEOGENESIS,pDC_CD8Neg_over_cDC_CD8Neg,0.859969234
GLA_GALACTOSE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,0.860902825
GCK_GLYCOLYSIS_GLUCONEOGENESIS,pDC_CD8Neg_over_cDC_CD8Neg,0.861375586
ACYP1_PYRUVATE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,0.865080752
AKR1B10_FRUCTOSE_AND_MANNOSE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,0.87377201
TKTL1_PENTOSE_PHOSPHATE_PATHWAY,pDC_CD8Neg_over_cDC_CD8Neg,0.875515248
GAPDH_GLYCOLYSIS_GLUCONEOGENESIS,pDC_CD8Neg_over_cDC_CD8Neg,0.885063585
GAPDH_GLYCOLYSIS_GLUCONEOGENESIS,pDC_CD8Neg_over_cDC_CD8Neg,0.888403402
BDH2_BUTANOATE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,0.888660669
CS_CITRATE_CYCLE_TCA_CYCLE,pDC_CD8Neg_over_cDC_CD8Neg,0.890784862
GAPDH_GLYCOLYSIS_GLUCONEOGENESIS,pDC_CD8Neg_over_cDC_CD8Neg,0.891864937
GAPDH_GLYCOLYSIS_GLUCONEOGENESIS,pDC_CD8Neg_over_cDC_CD8Neg,0.892519398
GAPDH_GLYCOLYSIS_GLUCONEOGENESIS,pDC_CD8Neg_over_cDC_CD8Neg,0.892742617
GAPDH_GLYCOLYSIS_GLUCONEOGENESIS,pDC_CD8Neg_over_cDC_CD8Neg,0.895951165
PGAM1_GLYCOLYSIS_GLUCONEOGENESIS,pDC_CD8Neg_over_cDC_CD8Neg,0.897018645
GAPDH_GLYCOLYSIS_GLUCONEOGENESIS,pDC_CD8Neg_over_cDC_CD8Neg,0.899408208
GAPDH_GLYCOLYSIS_GLUCONEOGENESIS,pDC_CD8Neg_over_cDC_CD8Neg,0.899421871
ACSM3_BUTANOATE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,0.899433801
GAPDH_GLYCOLYSIS_GLUCONEOGENESIS,pDC_CD8Neg_over_cDC_CD8Neg,0.900147301
HAO1_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,0.901442209
TKT_PENTOSE_PHOSPHATE_PATHWAY,pDC_CD8Neg_over_cDC_CD8Neg,0.905873428
GAPDH_GLYCOLYSIS_GLUCONEOGENESIS,pDC_CD8Neg_over_cDC_CD8Neg,0.906652167
PDHA2_GLYCOLYSIS_GLUCONEOGENESIS,pDC_CD8Neg_over_cDC_CD8Neg,0.907391845
GAPDH_GLYCOLYSIS_GLUCONEOGENESIS,pDC_CD8Neg_over_cDC_CD8Neg,0.909006373
GAPDH_GLYCOLYSIS_GLUCONEOGENESIS,pDC_CD8Neg_over_cDC_CD8Neg,0.911468465
GAPDH_GLYCOLYSIS_GLUCONEOGENESIS,pDC_CD8Neg_over_cDC_CD8Neg,0.912087374
ACSS1_GLYCOLYSIS_GLUCONEOGENESIS,pDC_CD8Neg_over_cDC_CD8Neg,0.914700077
GAPDH_GLYCOLYSIS_GLUCONEOGENESIS,pDC_CD8Neg_over_cDC_CD8Neg,0.915189045
GAPDH_GLYCOLYSIS_GLUCONEOGENESIS,pDC_CD8Neg_over_cDC_CD8Neg,0.921235581
GAPDH_GLYCOLYSIS_GLUCONEOGENESIS,pDC_CD8Neg_over_cDC_CD8Neg,0.92148707
ISYNA1_INOSITOL_PHOSPHATE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,0.922601024
UGT1A9_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS,pDC_CD8Neg_over_cDC_CD8Neg,0.926382179
MGAM_GALACTOSE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,0.929439498
GAPDH_GLYCOLYSIS_GLUCONEOGENESIS,pDC_CD8Neg_over_cDC_CD8Neg,0.933730233
MTHFD2L_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,0.93426661
PKM2_GLYCOLYSIS_GLUCONEOGENESIS,pDC_CD8Neg_over_cDC_CD8Neg,0.934653804
ITPKB_INOSITOL_PHOSPHATE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,0.935929079
ACSM5_BUTANOATE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,0.936565867
GAPDH_GLYCOLYSIS_GLUCONEOGENESIS,pDC_CD8Neg_over_cDC_CD8Neg,0.938953101
GAPDH_GLYCOLYSIS_GLUCONEOGENESIS,pDC_CD8Neg_over_cDC_CD8Neg,0.940392178
UGT2A3_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS,pDC_CD8Neg_over_cDC_CD8Neg,0.943048448
AMDHD2_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,0.944173785
GALE_GALACTOSE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,0.94911532
PHPT1_FRUCTOSE_AND_MANNOSE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,0.951767719
SI_STARCH_AND_SUCROSE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,0.953326331
LDHAL6B_GLYCOLYSIS_GLUCONEOGENESIS,pDC_CD8Neg_over_cDC_CD8Neg,0.959136454
TALDO1_PENTOSE_PHOSPHATE_PATHWAY,pDC_CD8Neg_over_cDC_CD8Neg,0.971857824
PIP5K1B_INOSITOL_PHOSPHATE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,0.987970749
OCRL_INOSITOL_PHOSPHATE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,0.993111558
PGAM1_GLYCOLYSIS_GLUCONEOGENESIS,pDC_CD8Neg_over_cDC_CD8Neg,0.995309673
HAO2_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,0.997285046
G6PC2_GLYCOLYSIS_GLUCONEOGENESIS,pDC_CD8Neg_over_cDC_CD8Neg,1.00553896
IMPA2_INOSITOL_PHOSPHATE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,1.007077533
ITPK1_INOSITOL_PHOSPHATE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,1.007297647
DCXR_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS,pDC_CD8Neg_over_cDC_CD8Neg,1.007872572
PGK2_GLYCOLYSIS_GLUCONEOGENESIS,pDC_CD8Neg_over_cDC_CD8Neg,1.018904231
SYNJ2_INOSITOL_PHOSPHATE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,1.02584328
CRYL1_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS,pDC_CD8Neg_over_cDC_CD8Neg,1.039308687
NANP_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,1.041314397
ADH4_GLYCOLYSIS_GLUCONEOGENESIS,pDC_CD8Neg_over_cDC_CD8Neg,1.068945264
MPI_FRUCTOSE_AND_MANNOSE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,1.070334452
PGM1_GLYCOLYSIS_GLUCONEOGENESIS,pDC_CD8Neg_over_cDC_CD8Neg,1.080325583
NANP_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,1.085043096
HK1_GLYCOLYSIS_GLUCONEOGENESIS,pDC_CD8Neg_over_cDC_CD8Neg,1.101359872
INPP5E_INOSITOL_PHOSPHATE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,1.104421252
SUCLG2_CITRATE_CYCLE_TCA_CYCLE,pDC_CD8Neg_over_cDC_CD8Neg,1.104685938
UGDH_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS,pDC_CD8Neg_over_cDC_CD8Neg,1.114381737
GYS1_STARCH_AND_SUCROSE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,1.118943349
TPI1_GLYCOLYSIS_GLUCONEOGENESIS,pDC_CD8Neg_over_cDC_CD8Neg,1.121980531
UGP2_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS,pDC_CD8Neg_over_cDC_CD8Neg,1.123529481
GALT_GALACTOSE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,1.127093351
PFKFB1_FRUCTOSE_AND_MANNOSE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,1.135074878
IPMK_INOSITOL_PHOSPHATE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,1.144225481
DLAT_GLYCOLYSIS_GLUCONEOGENESIS,pDC_CD8Neg_over_cDC_CD8Neg,1.14543621
INPPL1_INOSITOL_PHOSPHATE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,1.147313694
SUCLG2_CITRATE_CYCLE_TCA_CYCLE,pDC_CD8Neg_over_cDC_CD8Neg,1.149733575
IPPK_INOSITOL_PHOSPHATE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,1.16353046
PLCD3_INOSITOL_PHOSPHATE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,1.163781229
HAGHL_PYRUVATE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,1.167153655
PLCG2_INOSITOL_PHOSPHATE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,1.170412917
MTMR7_FRUCTOSE_AND_MANNOSE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,1.171508978
PGK1_GLYCOLYSIS_GLUCONEOGENESIS,pDC_CD8Neg_over_cDC_CD8Neg,1.180455807
ALDH7A1_GLYCOLYSIS_GLUCONEOGENESIS,pDC_CD8Neg_over_cDC_CD8Neg,1.184721336
DHDH_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS,pDC_CD8Neg_over_cDC_CD8Neg,1.187197561
AGL_STARCH_AND_SUCROSE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,1.188828094
PCK2_GLYCOLYSIS_GLUCONEOGENESIS,pDC_CD8Neg_over_cDC_CD8Neg,1.207158073
PGK1_GLYCOLYSIS_GLUCONEOGENESIS,pDC_CD8Neg_over_cDC_CD8Neg,1.20838071
PFKL_GLYCOLYSIS_GLUCONEOGENESIS,pDC_CD8Neg_over_cDC_CD8Neg,1.211006539
PFKM_GLYCOLYSIS_GLUCONEOGENESIS,pDC_CD8Neg_over_cDC_CD8Neg,1.218668288
PLCB3_INOSITOL_PHOSPHATE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,1.23022662
PI4KB_INOSITOL_PHOSPHATE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,1.245008584
UAP1_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,1.248076246
PLCB2_INOSITOL_PHOSPHATE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,1.253621042
PIKFYVE_INOSITOL_PHOSPHATE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,1.265078387
PTEN_INOSITOL_PHOSPHATE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,1.275171789
PIP5K1A_INOSITOL_PHOSPHATE_METABOLISM,pDC_CD8Neg_over_cDC_CD8Neg,1.277267293
